150	-	2817335	2804139	13196
151	+	1606070	1619280	13210
152	-	3550077	3536888	13189
153	+	2958060	2971326	13266
154	-	2429536	2416289	13247
155	-	2300583	2287409	13174
156	-	2069208	2055785	13423
157	+	2814306	2828823	14517
158	+	231513	244771	13258
159	+	3938540	3951776	13236
160	+	1221754	1235074	13320
161	+	4055407	4068813	13406
162	+	75168	88379	13211
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
1	+	1	5432	5431
2	-	1633149	1627679	5470
3	-	1168183	1162712	5471
4	+	2864093	2869560	5467
5	+	1667477	1672947	5470
6	+	2834698	2840167	5469
7	-	3413401	3407930	5471
8	+	2901916	2907385	5469
9	+	1009108	1014459	5351
10	+	1385606	1391085	5479
11	+	2577635	2583071	5436
12	-	2772106	2766635	5471
13	+	1499556	1504992	5436
14	-	2687026	2681555	5471
20	+	2804011	2809480	5469
24	+	3808078	3813550	5472
27	-	887951	882481	5470
31	-	972349	966879	5470
34	+	2805817	2811286	5469
36	+	3738157	3743626	5469
37	+	2831526	2836995	5469
41	+	1085576	1090927	5351
47	+	3488252	3493603	5351
48	+	2895841	2901310	5469
49	+	1085011	1090479	5468
53	+	2658245	2663715	5470
55	+	2124795	2130264	5469
56	+	2981069	2986420	5351
63	-	1074880	1069410	5470
64	-	4177404	4171933	5471
67	-	1625236	1619765	5471
68	-	56832	51362	5470
69	-	1526702	1521232	5470
72	-	1925434	1919963	5471
80	+	2832933	2838402	5469
81	+	2805575	2811044	5469
85	+	1557778	1563248	5470
89	+	2992259	2997728	5469
92	-	1669561	1664091	5470
94	-	1168012	1162541	5471
99	-	3921583	3916231	5352
100	+	3495615	3501051	5436
102	-	1475559	1470080	5479
105	-	383593	378122	5471
115	+	2930179	2935648	5469
119	+	3035781	3041217	5436
121	-	2787101	2781631	5470
122	+	3262392	3267864	5472
123	-	2938060	2932590	5470
125	+	2851966	2857435	5469
126	-	4025108	4019671	5437
127	+	972383	977819	5436
128	+	2823388	2828857	5469
129	-	3115677	3110240	5437
130	-	2396618	2391147	5471
131	+	2387935	2393405	5470
132	+	1649308	1654744	5436
133	-	2424340	2418869	5471
134	+	2636880	2642349	5469
135	-	1190559	1185207	5352
137	+	2835871	2841350	5479
138	-	2354512	2349042	5470
139	-	3520328	3514859	5469
141	+	1555440	1560910	5470
143	+	3067545	3072981	5436
144	-	3017744	3012264	5480
146	-	1035366	1029887	5479
148	+	2880957	2886426	5469
150	-	2823213	2817755	5458
151	+	1600179	1605649	5470
152	-	3555968	3550497	5471
153	+	2952170	2957639	5469
154	-	2435436	2429956	5480
155	-	2307827	2302354	5473
156	-	2074980	2069628	5352
157	+	2808416	2813885	5469
158	+	225656	231092	5436
159	+	3932649	3938119	5470
160	+	1215897	1221333	5436
161	+	4049635	4054986	5351
162	+	69277	74747	5470
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	+	166797	193091	26294
2	-	1454207	1427922	26285
3	-	1002550	976278	26272
4	+	3029663	3057288	27625
5	+	1858166	1884478	26312
6	+	3001573	3027791	26218
7	-	3247780	3221502	26278
8	+	3067553	3093868	26315
9	+	1177840	1204128	26288
10	+	1584482	1610741	26259
11	+	2743085	2769380	26295
12	-	2581985	2555713	26272
13	+	1699072	1725370	26298
14	-	2494651	2468360	26291
20	+	2970920	2997199	26279
24	+	4035972	4062276	26304
27	-	722155	695804	26351
31	-	806702	780395	26307
34	+	2972660	2998878	26218
36	+	3903964	3930316	26352
37	+	2998437	3024661	26224
41	+	1281670	1307952	26282
47	+	3696047	3722353	26306
48	+	3078308	3105915	27607
49	+	1251989	1278273	26284
53	+	2823910	2850229	26319
55	+	2290224	2316521	26297
56	+	3196426	3222721	26295
63	-	909198	881586	27612
64	-	4011767	3985494	26273
67	-	1447237	1420945	26292
68	-	3950598	3922960	27638
69	-	1361062	1334749	26313
72	-	1755101	1728806	26295
80	+	2999835	3026060	26225
81	+	2972410	2998692	26282
85	+	1728131	1754428	26297
89	+	3169004	3195286	26282
92	-	1494717	1468420	26297
94	-	997840	971509	26331
99	-	3713782	3687477	26305
100	+	3724582	3750899	26317
102	-	1306882	1280613	26269
105	-	210715	184378	26337
115	+	3112560	3138795	26235
119	+	3212000	3238312	26312
121	-	2610355	2584074	26281
122	+	3427907	3454162	26255
123	-	2758260	2731995	26265
125	+	3017647	3045260	27613
126	-	3857873	3831587	26286
127	+	1139344	1165645	26301
128	+	2990269	3016550	26281
129	-	2944289	2917977	26312
130	-	2230797	2204505	26292
131	+	2556618	2582894	26276
132	+	1816646	1842973	26327
133	-	2255663	2229394	26269
134	+	2813140	2839384	26244
135	-	986127	959834	26293
137	+	3002987	3029282	26295
138	-	2187739	2161448	26291
139	-	3354657	3328311	26346
141	+	1721048	1747333	26285
143	+	3250771	3277058	26287
144	-	2845362	2819097	26265
146	-	869697	843406	26291
148	+	3046620	3074233	27613
150	-	2645682	2619376	26306
151	+	1783708	1809994	26286
152	-	3390311	3363994	26317
153	+	3127644	3153911	26267
154	-	2235622	2209360	26262
155	-	2140764	2114487	26277
156	-	1859721	1833428	26293
157	+	2975325	3001607	26282
158	+	392909	419196	26287
159	+	67253	93522	26269
160	+	1402139	1428472	26333
161	+	107066	133354	26288
162	+	300886	327185	26299
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
1	+	195759	203868	8109
2	-	1425254	1417144	8110
3	-	973610	965500	8110
4	+	3059956	3068065	8109
5	+	1887145	1895254	8109
7	-	3218833	3210723	8110
8	+	3096535	3104644	8109
9	+	1206795	1214904	8109
10	+	1613408	1621517	8109
11	+	2772048	2780159	8111
12	-	2553046	2544936	8110
13	+	1728037	1736146	8109
14	-	2465692	2457582	8110
20	+	2999867	3007976	8109
24	+	4064944	4073053	8109
27	-	693136	685026	8110
31	-	777728	769618	8110
36	+	3932984	3941093	8109
41	+	1310619	1318726	8107
47	+	3725020	3733128	8108
48	+	3108583	3116692	8109
49	+	1280941	1289048	8107
53	+	2852896	2861005	8109
55	+	2319189	2327298	8109
56	+	3225388	3233497	8109
63	-	878918	870808	8110
64	-	3982827	3974717	8110
68	-	3920292	3912182	8110
69	-	1332082	1323972	8110
72	-	1726138	1718028	8110
81	+	3001360	3009469	8109
85	+	1757096	1765207	8111
89	+	3197954	3206063	8109
92	-	1465752	1457642	8110
94	-	968842	960732	8110
99	-	3684810	3676700	8110
100	+	3753566	3761675	8109
102	-	1277946	1269836	8110
105	-	181711	173601	8110
115	+	3141462	3149571	8109
119	+	3240979	3249088	8109
121	-	2581406	2573296	8110
122	+	3456830	3464939	8109
123	-	2729328	2721218	8110
125	+	3047928	3056037	8109
126	-	3828920	3819475	9445
127	+	1168312	1176421	8109
128	+	3019218	3027327	8109
129	-	2915310	2907200	8110
130	-	2201838	2193728	8110
131	+	2585562	2593671	8109
132	+	1845640	1853749	8109
133	-	2226726	2218616	8110
134	+	2842052	2850161	8109
135	-	957167	949058	8109
137	+	3031955	3040064	8109
138	-	2158780	2150670	8110
139	-	3325644	3317534	8110
141	+	1750000	1758109	8109
143	+	3279725	3287834	8109
144	-	2816430	2808320	8110
146	-	840739	832629	8110
148	+	3076901	3085010	8109
152	-	3361327	3353217	8110
153	+	3156578	3164687	8109
155	-	2111820	2103710	8110
156	-	1830761	1822651	8110
157	+	3004275	3012384	8109
158	+	421863	429972	8109
159	+	96190	104299	8109
160	+	1431139	1439248	8109
161	+	136021	144130	8109
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
1	+	203870	209595	5725
2	-	1417143	1411417	5726
3	-	965499	959773	5726
4	+	3068067	3073792	5725
5	+	1895256	1900981	5725
7	-	3210722	3204996	5726
8	+	3104646	3110371	5725
9	+	1214906	1220631	5725
10	+	1621519	1627245	5726
11	+	2780161	2785886	5725
12	-	2510079	2504384	5695
12	-	2544935	2539210	5725
13	+	1736148	1741873	5725
14	-	2457581	2451855	5726
20	+	3007978	3013703	5725
24	+	4073055	4078780	5725
27	-	685025	679299	5726
31	-	769617	763891	5726
36	+	3941095	3946820	5725
41	+	1318728	1324452	5724
47	+	3733130	3738854	5724
48	+	3116694	3122419	5725
49	+	1289050	1294775	5725
53	+	2861007	2866732	5725
55	+	2327300	2333025	5725
56	+	3233499	3239224	5725
63	-	870807	865081	5726
64	-	3974716	3968990	5726
68	-	3912181	3906455	5726
69	-	1323971	1318245	5726
72	-	1718027	1712301	5726
81	+	3009471	3015196	5725
85	+	1765209	1770935	5726
89	+	3206065	3211790	5725
92	-	1457641	1451915	5726
94	-	960731	955005	5726
99	-	3676699	3670973	5726
100	+	3761677	3767402	5725
102	-	1269835	1264109	5726
105	-	173600	167874	5726
115	+	3149573	3155298	5725
119	+	3249090	3254815	5725
121	-	2573295	2567569	5726
122	+	3464941	3470666	5725
123	-	2721217	2715491	5726
125	+	3056039	3061764	5725
126	-	3819474	3813748	5726
127	+	1176423	1182148	5725
128	+	3027329	3033054	5725
129	-	2907199	2901473	5726
130	-	2193727	2188001	5726
131	+	2593673	2599398	5725
132	+	1853751	1859476	5725
133	-	2218615	2212889	5726
134	+	2850163	2855888	5725
135	-	949057	943331	5726
137	+	3040066	3045791	5725
138	-	2150669	2144943	5726
139	-	3317533	3311807	5726
141	+	1758111	1763836	5725
143	+	3287836	3293558	5722
144	-	2808319	2802593	5726
146	-	832628	826902	5726
148	+	3085012	3090737	5725
152	-	3353216	3347490	5726
153	+	3164689	3170414	5725
155	-	2103709	2097983	5726
156	-	1822650	1816924	5726
157	+	3012386	3018111	5725
158	+	429974	435699	5725
159	+	104301	110026	5725
160	+	1439250	1444975	5725
161	+	144132	149857	5725
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
1	+	209597	224551	14954
2	-	1411416	1396342	15074
3	-	959772	944637	15135
4	+	3073794	3088788	14994
5	+	1900983	1915913	14930
6	+	3030192	3045096	14904
7	-	3204995	3189868	15127
8	+	3110373	3125399	15026
9	+	1220633	1235669	15036
10	+	1627247	1642230	14983
11	+	2785888	2800858	14970
12	-	2504383	2489073	15310
12	-	2539209	2523935	15274
13	+	1741875	1756897	15022
14	-	2451854	2436767	15087
20	+	3013705	3028667	14962
24	+	4078782	4093784	15002
27	-	679298	664315	14983
31	-	763890	748864	15026
34	+	3001360	3016216	14856
36	+	3946822	3961805	14983
37	+	3027051	3041955	14904
41	+	1324454	1339423	14969
47	+	3738856	3753922	15066
48	+	3122421	3137495	15074
49	+	1294777	1309735	14958
53	+	2866734	2881704	14970
55	+	2333027	2348146	15119
56	+	3239226	3254206	14980
63	-	865080	850046	15034
64	-	3968989	3954030	14959
67	-	1386618	1371608	15010
68	-	3906454	3891444	15010
69	-	1318244	1303202	15042
72	-	1712300	1697274	15026
80	+	3028530	3043434	14904
81	+	3015198	3030160	14962
85	+	1770937	1785963	15026
89	+	3211792	3226754	14962
92	-	1451914	1436936	14978
94	-	955004	940089	14915
99	-	3670972	3655922	15050
100	+	3767404	3782430	15026
102	-	1264108	1249126	14982
105	-	167873	152863	15010
115	+	3155300	3170350	15050
119	+	3254817	3269771	14954
121	-	2567568	2552606	14962
122	+	3470668	3485646	14978
123	-	2715490	2700472	15018
125	+	3061766	3076800	15034
126	-	3813747	3798729	15018
127	+	1182150	1197192	15042
128	+	3033056	3048018	14962
129	-	2901472	2886454	15018
130	-	2188000	2173006	14994
131	+	2599400	2614377	14977
132	+	1859478	1874464	14986
133	-	2212888	2197910	14978
134	+	2855890	2870956	15066
135	-	943330	928294	15036
137	+	3045793	3060819	15026
138	-	2144942	2129908	15034
139	-	3311806	3296876	14930
141	+	1763838	1778880	15042
143	+	3293560	3308554	14994
144	-	2802592	2787586	15006
146	-	826901	811842	15059
148	+	3090739	3105773	15034
150	-	2583601	2568551	15050
151	+	1842351	1857336	14985
152	-	3347489	3332479	15010
153	+	3170416	3185418	15002
154	-	2185135	2170209	14926
155	-	2097982	2082996	14986
156	-	1816923	1801913	15010
157	+	3018113	3033075	14962
158	+	435701	450751	15050
159	+	110028	125054	15026
160	+	1444977	1459895	14918
161	+	149859	164861	15002
162	+	361516	376510	14994
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
1	+	225743	238759	13016
2	-	1396000	1382962	13038
3	-	943575	930548	13027
4	+	3089980	3102999	13019
5	+	1916865	1929883	13018
6	+	3046214	3059230	13016
7	-	3188806	3175779	13027
8	+	3126591	3139611	13020
9	+	1236852	1249863	13011
10	+	1642909	1655937	13028
11	+	2802290	2815305	13015
12	-	2487649	2474623	13026
12	-	2522859	2510129	12730
13	+	1757849	1770860	13011
14	-	2435585	2422565	13020
20	+	3029859	3042875	13016
24	+	4094856	4107874	13018
27	-	662893	649868	13025
31	-	747682	734657	13025
34	+	3017408	3030424	13016
36	+	3963237	3976252	13015
37	+	3043147	3056162	13015
41	+	1340735	1353763	13028
47	+	3755354	3768365	13011
48	+	3138687	3151707	13020
49	+	1310927	1323942	13015
53	+	2883016	2896036	13020
55	+	2349338	2362354	13016
56	+	3255269	3268280	13011
63	-	848864	835833	13031
64	-	3952980	3939953	13027
67	-	1370426	1357443	12983
68	-	3890262	3877232	13030
69	-	1302020	1288994	13026
72	-	1695852	1682824	13028
80	+	3044626	3057641	13015
81	+	3031352	3044367	13015
85	+	1787395	1800411	13016
89	+	3227946	3240962	13016
92	-	1435754	1422717	13037
94	-	939087	926061	13026
99	-	3654500	3641479	13021
100	+	3783862	3796878	13016
102	-	1248064	1235030	13034
105	-	151201	138163	13038
115	+	3171542	3184562	13020
119	+	3271203	3284214	13011
121	-	2551424	2538398	13026
122	+	3486718	3499736	13018
123	-	2699290	2686263	13027
125	+	3077992	3091013	13021
126	-	3797667	3784646	13021
127	+	1198624	1211640	13016
128	+	3049105	3062120	13015
129	-	2885152	2872113	13039
130	-	2172304	2159266	13038
131	+	2615689	2628706	13017
132	+	1875536	1888552	13016
133	-	2196608	2183580	13028
134	+	2872148	2885163	13015
135	-	926872	913846	13026
137	+	3062011	3075045	13034
138	-	2128846	2115821	13025
139	-	3295934	3282915	13019
141	+	1780072	1793088	13016
143	+	3309506	3322517	13011
144	-	2786404	2773377	13027
146	-	810540	797513	13027
148	+	3106486	3119505	13019
150	-	2567489	2554454	13035
151	+	1858407	1871427	13020
152	-	3331537	3318499	13038
153	+	3186730	3199747	13017
154	-	2169145	2156121	13024
155	-	2081934	2068904	13030
156	-	1800611	1787585	13026
157	+	3034216	3047231	13015
158	+	452183	465194	13011
159	+	126006	139026	13020
160	+	1460487	1473503	13016
161	+	166293	179309	13016
162	+	377822	390839	13017
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
1	+	239188	271467	32279
2	-	1382532	1350340	32192
3	-	930118	897994	32124
4	+	3103428	3135769	32341
5	+	1930312	1962514	32202
6	+	3059659	3091893	32234
7	-	3175349	3143225	32124
8	+	3140040	3172210	32170
9	+	1250293	1282437	32144
10	+	1656366	1688554	32188
11	+	2815734	2847878	32144
12	-	2474193	2441930	32263
13	+	1771289	1803472	32183
14	-	2422135	2389974	32161
20	+	3043274	3075493	32219
24	+	4108303	4140547	32244
27	-	649438	617189	32249
31	-	734227	702035	32192
34	+	3030853	3062975	32122
36	+	3976681	4008930	32249
37	+	3056591	3088834	32243
41	+	1354192	1386377	32185
47	+	3768794	3800975	32181
48	+	3152135	3184446	32311
49	+	1324371	1356655	32284
53	+	2896465	2928667	32202
55	+	2362783	2394999	32216
56	+	3268709	3300839	32130
63	-	835403	803139	32264
64	-	3939523	3907093	32430
67	-	1357013	1324771	32242
68	-	3876802	3844472	32330
69	-	1288564	1256381	32183
72	-	1682394	1650212	32182
80	+	3058065	3090314	32249
81	+	3044796	3077040	32244
85	+	1800840	1833021	32181
89	+	3241391	3273643	32252
92	-	1422287	1390066	32221
94	-	925631	893382	32249
99	-	3641049	3608868	32181
100	+	3797307	3829518	32211
102	-	1234600	1202405	32195
105	-	137733	105560	32173
115	+	3184991	3217310	32319
119	+	3284643	3316837	32194
121	-	2537968	2505716	32252
122	+	3500165	3532394	32229
123	-	2685833	2653546	32287
125	+	3091442	3123706	32264
126	-	3784216	3752045	32171
127	+	1212069	1244222	32153
128	+	3062536	3094781	32245
129	-	2871683	2839460	32223
130	-	2158836	2126586	32250
131	+	2629135	2661346	32211
132	+	1888981	1921155	32174
133	-	2183150	2150934	32216
134	+	2885592	2917729	32137
135	-	913416	881305	32111
137	+	3075474	3107624	32150
138	-	2115391	2083181	32210
139	-	3282485	3250263	32222
141	+	1793517	1825644	32127
143	+	3322946	3355217	32271
144	-	2772947	2740703	32244
146	-	797083	764861	32222
148	+	3119934	3152201	32267
150	-	2554024	2521819	32205
151	+	1871850	1904031	32181
152	-	3318069	3285911	32158
153	+	3200176	3232410	32234
154	-	2155691	2123503	32188
155	-	2068474	2036282	32192
156	-	1787155	1755044	32111
157	+	3047649	3079898	32249
158	+	465623	497803	32180
159	+	139464	171586	32122
160	+	1473932	1506145	32213
161	+	179738	211822	32084
162	+	391268	423494	32226
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
1	+	271469	288868	17399
2	-	1350339	1333097	17242
3	-	897993	880769	17224
4	+	3135771	3153139	17368
5	+	1962516	1979776	17260
6	+	3091895	3109213	17318
7	-	3143224	3126000	17224
8	+	3172212	3189296	17084
9	+	1282439	1299691	17252
10	+	1688556	1705744	17188
11	+	2847880	2864961	17081
12	-	2441929	2424704	17225
13	+	1803474	1820783	17309
14	-	2389973	2372547	17426
20	+	3075495	3092775	17280
24	+	1	17131	17130
27	-	617188	599996	17192
31	-	702034	684958	17076
34	+	3062977	3080295	17318
36	+	4008932	4026124	17192
37	+	3088836	3106154	17318
41	+	1386379	1403589	17210
47	+	3800977	3818213	17236
48	+	3184448	3201948	17500
49	+	1356657	1373951	17294
53	+	2928669	2946041	17372
55	+	2395001	2412117	17116
56	+	3300841	3318220	17379
63	-	803138	785650	17488
64	-	3907092	3889981	17111
67	-	1324770	1307419	17351
68	-	3844471	3827087	17384
69	-	1256380	1239236	17144
72	-	1650211	1633037	17174
80	+	3090316	3107634	17318
81	+	3077042	3093997	16955
85	+	1833023	1850301	17278
89	+	3273645	3290963	17318
92	-	1390065	1372863	17202
94	-	893381	876228	17153
99	-	3608867	3591639	17228
100	+	3829520	3846599	17079
102	-	1202404	1184666	17738
105	-	105559	88372	17187
115	+	3217312	3234470	17158
119	+	3316839	3334361	17522
121	-	2505715	2488429	17286
122	+	3532396	3549557	17161
123	-	2653545	2636302	17243
125	+	3123708	3141164	17456
126	-	3752044	3734746	17298
127	+	1244224	1261328	17104
128	+	3094783	3111929	17146
129	-	2839459	2821896	17563
130	-	2126585	2109130	17455
131	+	2661348	2678720	17372
132	+	1921157	1938389	17232
133	-	2150933	2133681	17252
134	+	2917731	2934785	17054
135	-	881304	864043	17261
137	+	3107626	3124778	17152
138	-	2083180	2066120	17060
139	-	3250262	3233059	17203
141	+	1825646	1842817	17171
143	+	3355219	3372454	17235
144	-	2740702	2723276	17426
146	-	764860	747657	17203
148	+	3152203	3169337	17134
150	-	2521818	2504756	17062
151	+	1904033	1921462	17429
152	-	3285910	3268631	17279
153	+	3232412	3249832	17420
154	-	2123502	2106080	17422
155	-	2036281	2019018	17263
156	-	1755043	1737894	17149
157	+	3079900	3097031	17131
158	+	497805	515111	17306
159	+	171588	188735	17147
160	+	1506147	1523363	17216
161	+	211824	228989	17165
162	+	423496	440754	17258
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
1	+	288876	294941	6065
2	-	1333089	1327032	6057
3	-	880743	874678	6065
4	+	3153147	3159206	6059
5	+	1979784	1985851	6067
6	+	3109221	3115286	6065
7	-	3125974	3119909	6065
8	+	3189304	3195369	6065
9	+	1299699	1305764	6065
10	+	1705752	1711826	6074
11	+	2864969	2871034	6065
12	-	2424696	2418630	6066
13	+	1820791	1826856	6065
14	-	2372539	2366476	6063
20	+	3092783	3098848	6065
24	+	17139	23204	6065
27	-	598392	592326	6066
31	-	684950	678884	6066
34	+	3080303	3086368	6065
36	+	4027728	4033793	6065
37	+	3106162	3112227	6065
41	+	1403597	1409662	6065
47	+	3818221	3824286	6065
48	+	3201956	3208015	6059
49	+	1373959	1380024	6065
53	+	2946049	2952114	6065
55	+	2412131	2418192	6061
56	+	3318228	3324293	6065
63	-	785642	779582	6060
64	-	3889973	3883907	6066
67	-	1307411	1301345	6066
68	-	3827079	3821019	6060
69	-	1239228	1233162	6066
72	-	1633029	1626961	6068
80	+	3107642	3113707	6065
81	+	3094005	3100070	6065
85	+	1850309	1856376	6067
89	+	3290971	3297036	6065
92	-	1372855	1366789	6066
94	-	876220	870156	6064
99	-	3591631	3585565	6066
100	+	3846607	3852672	6065
102	-	1184657	1178599	6058
105	-	88364	82307	6057
115	+	3234478	3240537	6059
119	+	3334369	3340434	6065
121	-	2488421	2482355	6066
122	+	3549583	3555644	6061
123	-	2636294	2630228	6066
125	+	3141172	3147231	6059
126	-	3734738	3728672	6066
127	+	1261336	1267401	6065
128	+	3111937	3118002	6065
129	-	2821888	2815822	6066
130	-	2109122	2103056	6066
131	+	2678728	2684775	6047
132	+	1938397	1944462	6065
133	-	2133673	2127625	6048
134	+	2934793	2940858	6065
135	-	864035	857969	6066
137	+	3124786	3130845	6059
138	-	2066112	2060046	6066
139	-	3233051	3226985	6066
141	+	1842825	1848884	6059
143	+	3374058	3380123	6065
144	-	2723268	2717199	6069
146	-	747649	741573	6076
148	+	3169359	3175413	6054
150	-	2504730	2498665	6065
151	+	1921477	1927538	6061
152	-	3268623	3262560	6063
153	+	3249840	3255886	6046
154	-	2106072	2100006	6066
155	-	2019010	2012944	6066
156	-	1737886	1731820	6066
157	+	3097039	3103104	6065
158	+	515119	521184	6065
159	+	188743	194808	6065
160	+	1523371	1529436	6065
161	+	228997	235062	6065
162	+	440762	446827	6065
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
1	+	295471	303032	7561
2	-	1326502	1318946	7556
3	-	874148	866588	7560
4	+	3159736	3167297	7561
5	+	1986381	1993940	7559
6	+	3115816	3123377	7561
7	-	3119379	3111819	7560
8	+	3195899	3203458	7559
9	+	1306294	1313853	7559
10	+	1712356	1719917	7561
11	+	2871564	2879123	7559
12	-	2418100	2410542	7558
13	+	1827386	1834945	7559
14	-	2365946	2358388	7558
20	+	3099378	3106939	7561
24	+	23734	31293	7559
27	-	591796	584238	7558
31	-	678354	670796	7558
34	+	3086898	3094459	7561
36	+	4034323	4041882	7559
37	+	3112757	3120318	7561
41	+	1410192	1417751	7559
47	+	3824816	3832375	7559
48	+	3208545	3216106	7561
49	+	1380554	1388114	7560
53	+	2952644	2960204	7560
55	+	2418722	2426279	7557
56	+	3324823	3332382	7559
63	-	779052	771492	7560
64	-	3883377	3875817	7560
67	-	1300815	1293255	7560
68	-	3820489	3812929	7560
69	-	1232632	1225074	7558
72	-	1626431	1618873	7558
80	+	3114237	3121798	7561
81	+	3100600	3108161	7561
85	+	1856906	1864464	7558
89	+	3297566	3305127	7561
92	-	1366259	1358716	7543
94	-	869626	862066	7560
99	-	3585035	3577477	7558
100	+	3853202	3860761	7559
102	-	1178069	1170511	7558
105	-	81777	74219	7558
115	+	3241067	3248628	7561
119	+	3340964	3348523	7559
121	-	2481825	2474265	7560
122	+	3556174	3563733	7559
123	-	2629698	2622140	7558
125	+	3147761	3155322	7561
126	-	3728142	3720585	7557
127	+	1267931	1275490	7559
128	+	3118532	3126093	7561
129	-	2815292	2807732	7560
130	-	2102526	2094966	7560
131	+	2685305	2692864	7559
132	+	1944992	1952551	7559
133	-	2127095	2119537	7558
134	+	2941388	2948947	7559
135	-	857439	849881	7558
137	+	3131375	3138934	7559
138	-	2059516	2051958	7558
139	-	3226455	3218897	7558
141	+	1849414	1856973	7559
143	+	3380653	3388212	7559
144	-	2716669	2709109	7560
146	-	741043	733483	7560
148	+	3175943	3183504	7561
150	-	2498135	2490577	7558
151	+	1928068	1935629	7561
152	-	3262030	3254472	7558
153	+	3256416	3263975	7559
154	-	2099476	2091918	7558
155	-	2012414	2004856	7558
156	-	1731290	1723732	7558
157	+	3103634	3111192	7558
158	+	521714	529273	7559
159	+	195338	202882	7544
160	+	1529966	1537525	7559
161	+	235592	243151	7559
162	+	447357	454916	7559
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
1	+	303500	353347	49847
2	-	1300588	1250750	49838
3	-	866130	816287	49843
4	+	3167765	3217591	49826
5	+	1994400	2044240	49840
6	+	3123845	3173687	49842
7	-	3111361	3061519	49842
8	+	3203926	3253768	49842
9	+	1314320	1364161	49841
10	+	1720376	1770226	49850
11	+	2879591	2929422	49831
12	-	2410082	2360216	49866
13	+	1835412	1885241	49829
14	-	2357921	2308092	49829
20	+	3107407	3157249	49842
24	+	31760	81596	49836
27	-	583770	533929	49841
31	-	670328	620482	49846
34	+	3094927	3144769	49842
36	+	4042350	4092206	49856
37	+	3120786	3170628	49842
41	+	1418218	1468045	49827
47	+	3832843	3882670	49827
48	+	3216575	3266401	49826
49	+	1388581	1438418	49837
53	+	2960671	3010513	49842
55	+	2444637	2494497	49860
56	+	3332849	3382673	49824
63	-	771024	721191	49833
64	-	3875359	3825531	49828
67	-	1292787	1242953	49834
68	-	3812468	3762624	49844
69	-	1224606	1174760	49846
72	-	1618413	1568584	49829
80	+	3122266	3172108	49842
81	+	3108629	3158471	49842
85	+	1864924	1914750	49826
89	+	3305595	3355437	49842
92	-	1358248	1308395	49853
94	-	859966	810142	49824
99	-	3577009	3527180	49829
100	+	3861228	3911064	49836
102	-	1170053	1120194	49859
105	-	73759	23910	49849
115	+	3249096	3298946	49850
119	+	3348990	3398824	49834
121	-	2473797	2423954	49843
122	+	3564201	3614041	49840
123	-	2621672	2571825	49847
125	+	3155790	3205622	49832
126	-	3720118	3670286	49832
127	+	1275957	1325787	49830
128	+	3126561	3176403	49842
129	-	2807265	2757400	49865
130	-	2094499	2044641	49858
131	+	2693332	2743165	49833
132	+	1953018	2002860	49842
133	-	2119069	2069233	49836
134	+	2949415	2999267	49852
135	-	849414	799579	49835
137	+	3139401	3189257	49856
138	-	2051490	2001647	49843
139	-	3218439	3168580	49859
141	+	1857434	1907271	49837
143	+	3388679	3438505	49826
144	-	2708648	2658819	49829
146	-	733022	683170	49852
148	+	3183972	3233812	49840
150	-	2490116	2440275	49841
151	+	1954451	2004282	49831
152	-	3254014	3204197	49817
153	+	3264443	3314271	49828
154	-	2091458	2041612	49846
155	-	2004388	1954554	49834
156	-	1723265	1673431	49834
157	+	3111663	3161505	49842
158	+	529739	579577	49838
159	+	203343	253176	49833
160	+	1537993	1587816	49823
161	+	243618	293453	49835
162	+	455384	505224	49840
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
1	+	353349	366276	12927
2	-	1250749	1237823	12926
3	-	816286	803383	12903
4	+	3217593	3230510	12917
5	+	2044242	2057149	12907
6	+	3173689	3186616	12927
7	-	3061518	3048615	12903
8	+	3253770	3266688	12918
9	+	1364163	1377085	12922
10	+	1770228	1783157	12929
11	+	2929424	2942351	12927
12	-	2360215	2347297	12918
13	+	1885243	1898166	12923
14	-	2308091	2295176	12915
20	+	3157251	3170178	12927
24	+	81598	94513	12915
27	-	533928	521001	12927
31	-	620481	607563	12918
34	+	3144771	3157698	12927
36	+	1	12900	12899
37	+	3170630	3183557	12927
41	+	1468047	1480967	12920
47	+	3882672	3895586	12914
48	+	3266403	3279320	12917
49	+	1438420	1451346	12926
53	+	3010515	3023427	12912
55	+	2494499	2507426	12927
56	+	3382675	3395598	12923
63	-	721190	708264	12926
64	-	3825530	3812614	12916
67	-	1242952	1230034	12918
68	-	3762623	3749706	12917
69	-	1174759	1161841	12918
