block,genome,chr/contig,start,end,orientation,length
29,BUMA.1121.00095,1,2333933,2371693,-,37760
29,BUMA.1121.00005,1,2071430,2108591,+,37161
29,BUMA.1121.00101,1,3098815,3135686,-,36871
29,BUMA.1121.00065,1,3379844,3416850,+,37006
29,BUMA.1121.00100,1,1936726,1976056,-,39330
29,BUMA.1121.00105,1,1850728,1887385,-,36657
29,BUMA.1121.00029,1,1570969,1607845,-,36876
29,BUMA.1121.00066,1,3228346,3265194,+,36848
29,BUMA.1121.00031,1,645164,682070,+,36906
29,BUMA.1121.00108,1,318714,355281,+,36567
29,BUMA.1121.00023,1,1653344,1690686,+,37342
29,BUMA.1121.00035,1,359060,396090,+,37030
29,BUMA.1121.00041,1,570754,608516,+,37762
60,BUMA.1121.00057,1,955426,960843,+,5417
60,BUMA.1121.00109,1,2031821,2037234,-,5413
61,BUMA.1121.00057,1,965442,969018,+,3576
61,BUMA.1121.00064,1,3875272,3878845,+,3573
61,BUMA.1121.00059,1,3562078,3565654,-,3576
61,BUMA.1121.00091,1,198503,202079,+,3576
61,BUMA.1121.00110,1,474524,478100,+,3576
61,BUMA.1121.00077,1,3005317,3008893,-,3576
61,BUMA.1121.00107,1,159981,163557,-,3576
61,BUMA.1121.00109,1,2022208,2025778,-,3570
61,BUMA.1121.00100,1,989145,992721,+,3576
62,BUMA.1121.00057,1,974849,980230,+,5381
62,BUMA.1121.00064,1,3884770,3890152,+,5382
62,BUMA.1121.00088,1,730007,735396,+,5389
62,BUMA.1121.00112,1,3203942,3209348,-,5406
62,BUMA.1121.00084,1,3995432,4000813,+,5381
62,BUMA.1121.00106,1,3647268,3652660,+,5392
62,BUMA.1121.00109,1,2010906,2016287,-,5381
63,BUMA.1121.00057,1,983016,995595,+,12579
63,BUMA.1121.00112,1,3188602,3201149,-,12547
63,BUMA.1121.00109,1,1995572,2008117,-,12545
64,BUMA.1121.00057,1,995607,1003393,+,7786
64,BUMA.1121.00058,1,641148,648946,-,7798
64,BUMA.1121.00045,1,177166,184956,-,7790
64,BUMA.1121.00051,1,3888051,3895849,+,7798
64,BUMA.1121.00068,1,2716175,2723962,+,7787
64,BUMA.1121.00061,1,3760928,3768766,+,7838
64,BUMA.1121.00060,1,2422421,2430211,-,7790
64,BUMA.1121.00064,1,3907669,3915466,+,7797
64,BUMA.1121.00016,1,1978353,1986142,+,7789
64,BUMA.1121.00003,1,2395125,2402905,+,7780
64,BUMA.1121.00055,1,3532701,3540488,+,7787
64,BUMA.1121.00011,1,1744853,1752644,-,7791
64,BUMA.1121.00037,1,2521066,2528856,+,7790
64,BUMA.1121.00009,1,1669149,1676934,-,7785
64,BUMA.1121.00069,1,3751808,3759760,+,7952
64,BUMA.1121.00088,1,750244,758040,+,7796
64,BUMA.1121.00092,1,3994300,4002096,+,7796
64,BUMA.1121.00074,1,181776,189574,-,7798
64,BUMA.1121.00070,1,3743504,3751288,+,7784
64,BUMA.1121.00093,1,624378,632174,-,7796
64,BUMA.1121.00063,1,3754228,3762014,+,7786
64,BUMA.1121.00033,1,2158527,2166316,+,7789
64,BUMA.1121.00018,1,383017,390807,+,7790
64,BUMA.1121.00080,1,3914319,3922117,+,7798
64,BUMA.1121.00027,1,2048293,2056089,+,7796
64,BUMA.1121.00053,1,3634130,3641919,+,7789
64,BUMA.1121.00059,1,3111833,3119631,+,7798
64,BUMA.1121.00043,1,4028993,4036783,+,7790
64,BUMA.1121.00056,1,32115,39913,-,7798
64,BUMA.1121.00112,1,3180794,3188588,-,7794
64,BUMA.1121.00091,1,628384,636173,-,7789
64,BUMA.1121.00047,1,3071947,3079745,-,7798
64,BUMA.1121.00067,1,512682,520480,-,7798
64,BUMA.1121.00110,1,923578,931347,-,7769
64,BUMA.1121.00073,1,3767747,3775533,+,7786
64,BUMA.1121.00072,1,3748820,3756794,+,7974
64,BUMA.1121.00077,1,2551968,2559737,+,7769
64,BUMA.1121.00082,1,3975871,3983657,+,7786
64,BUMA.1121.00062,1,682736,690534,-,7798
64,BUMA.1121.00007,1,177769,185556,-,7787
64,BUMA.1121.00025,1,2869073,2876863,-,7790
64,BUMA.1121.00021,1,498530,506321,+,7791
64,BUMA.1121.00103,1,457505,465295,-,7790
64,BUMA.1121.00096,1,3381137,3388927,-,7790
64,BUMA.1121.00079,1,3967566,3975363,+,7797
64,BUMA.1121.00039,1,4019538,4027326,+,7788
64,BUMA.1121.00083,1,1795714,1803500,-,7786
64,BUMA.1121.00084,1,124273,132067,+,7794
64,BUMA.1121.00049,1,1954908,1962697,-,7789
64,BUMA.1121.00089,1,3889590,3897388,+,7798
64,BUMA.1121.00014,1,3005401,3013190,-,7789
64,BUMA.1121.00090,1,1987997,1995787,+,7790
64,BUMA.1121.00071,1,3756872,3764713,+,7841
64,BUMA.1121.00078,1,2142426,2149519,-,7093
64,BUMA.1121.00102,1,1384326,1392113,-,7787
64,BUMA.1121.00075,1,3341402,3349194,+,7792
64,BUMA.1121.00012,1,2601437,2609225,+,7788
64,BUMA.1121.00076,1,1463045,1470837,-,7792
64,BUMA.1121.00106,1,3667505,3675301,+,7796
64,BUMA.1121.00001,1,183682,191470,-,7788
64,BUMA.1121.00107,1,3830269,3838057,+,7788
64,BUMA.1121.00104,1,1380853,1388651,-,7798
64,BUMA.1121.00099,1,2562409,2570199,-,7790
64,BUMA.1121.00098,1,2567967,2575761,+,7794
64,BUMA.1121.00111,1,27331,35121,+,7790
64,BUMA.1121.00109,1,1987780,1995558,-,7778
64,BUMA.1121.00097,1,81195,88984,-,7789
64,BUMA.1121.00094,1,3902907,3910705,+,7798
64,BUMA.1121.00095,1,1769673,1777461,-,7788
64,BUMA.1121.00005,1,3700428,3708212,-,7784
64,BUMA.1121.00101,1,2581208,2588995,-,7787
64,BUMA.1121.00065,1,3939611,3947399,+,7788
64,BUMA.1121.00100,1,1431584,1439358,-,7774
64,BUMA.1121.00105,1,1350515,1358313,-,7798
64,BUMA.1121.00029,1,1060180,1067973,-,7793
64,BUMA.1121.00066,1,3756274,3764060,+,7786
64,BUMA.1121.00031,1,1237247,1245037,+,7790
64,BUMA.1121.00108,1,853898,861685,+,7787
64,BUMA.1121.00023,1,2221042,2228832,+,7790
64,BUMA.1121.00035,1,905313,913101,+,7788
64,BUMA.1121.00041,1,1115888,1123673,+,7785
65,BUMA.1121.00057,1,1003697,1019252,+,15555
65,BUMA.1121.00058,1,625403,641004,-,15601
65,BUMA.1121.00045,1,161443,177085,-,15642
65,BUMA.1121.00051,1,3896075,3911879,+,15804
65,BUMA.1121.00068,1,2724022,2739793,+,15771
65,BUMA.1121.00061,1,3768981,3784634,+,15653
65,BUMA.1121.00060,1,2406635,2422277,-,15642
65,BUMA.1121.00064,1,3915729,3931341,+,15612
65,BUMA.1121.00016,1,1986419,2001780,+,15361
65,BUMA.1121.00003,1,2403343,2419000,+,15657
65,BUMA.1121.00055,1,3540681,3556297,+,15616
65,BUMA.1121.00011,1,1729115,1744625,-,15510
65,BUMA.1121.00037,1,2531702,2547055,+,15353
65,BUMA.1121.00009,1,1653474,1668935,-,15461
65,BUMA.1121.00069,1,3759974,3775627,+,15653
65,BUMA.1121.00088,1,758184,773788,+,15604
65,BUMA.1121.00092,1,4002345,4017659,+,15314
65,BUMA.1121.00074,1,165845,181457,-,15612
65,BUMA.1121.00070,1,3751502,3767155,+,15653
65,BUMA.1121.00093,1,608829,624143,-,15314
65,BUMA.1121.00063,1,3762229,3777882,+,15653
65,BUMA.1121.00033,1,2166495,2182043,+,15548
65,BUMA.1121.00018,1,391040,406442,+,15402
65,BUMA.1121.00080,1,3922282,3938082,+,15800
65,BUMA.1121.00027,1,2056227,2071884,+,15657
65,BUMA.1121.00053,1,3642085,3657802,+,15717
65,BUMA.1121.00059,1,3119894,3135506,+,15612
65,BUMA.1121.00043,1,4037067,4052420,+,15353
65,BUMA.1121.00056,1,16144,31929,-,15785
65,BUMA.1121.00112,1,3165224,3180734,-,15510
65,BUMA.1121.00091,1,612440,628142,-,15702
65,BUMA.1121.00047,1,3055933,3071733,-,15800
65,BUMA.1121.00067,1,496950,512566,-,15616
65,BUMA.1121.00110,1,907851,923455,-,15604
65,BUMA.1121.00073,1,3775748,3791401,+,15653
65,BUMA.1121.00072,1,3757003,3772656,+,15653
65,BUMA.1121.00077,1,2559878,2575485,+,15607
65,BUMA.1121.00082,1,3983872,3999525,+,15653
65,BUMA.1121.00062,1,666878,682543,-,15665
65,BUMA.1121.00007,1,161643,177349,-,15706
65,BUMA.1121.00025,1,2853429,2868831,-,15402
65,BUMA.1121.00021,1,506416,521779,+,15363
65,BUMA.1121.00103,1,441592,457298,-,15706
65,BUMA.1121.00096,1,3365574,3380937,-,15363
65,BUMA.1121.00079,1,3975521,3991320,+,15799
65,BUMA.1121.00039,1,4027666,4043029,+,15363
65,BUMA.1121.00083,1,1779846,1795499,-,15653
65,BUMA.1121.00084,1,132302,147910,+,15608
65,BUMA.1121.00049,1,1939069,1954820,-,15751
65,BUMA.1121.00089,1,3897665,3913450,+,15785
65,BUMA.1121.00014,1,2989871,3005250,-,15379
65,BUMA.1121.00090,1,1996190,2011749,+,15559
65,BUMA.1121.00071,1,3764928,3780581,+,15653
65,BUMA.1121.00078,1,2126908,2142268,-,15360
65,BUMA.1121.00102,1,1368471,1384139,-,15668
65,BUMA.1121.00075,1,3349296,3364963,+,15667
65,BUMA.1121.00012,1,2609474,2624837,+,15363
65,BUMA.1121.00076,1,1447261,1462929,-,15668
65,BUMA.1121.00106,1,3675515,3691123,+,15608
65,BUMA.1121.00001,1,168210,183573,-,15363
65,BUMA.1121.00107,1,3838215,3853920,+,15705
65,BUMA.1121.00104,1,1365079,1380646,-,15567
65,BUMA.1121.00099,1,2546650,2562209,-,15559
65,BUMA.1121.00098,1,2575961,2591667,+,15706
65,BUMA.1121.00111,1,35349,50714,+,15365
65,BUMA.1121.00109,1,1971852,1987468,-,15616
65,BUMA.1121.00097,1,65212,80967,-,15755
65,BUMA.1121.00094,1,3910982,3926783,+,15801
65,BUMA.1121.00095,1,1754044,1769494,-,15450
65,BUMA.1121.00005,1,3684824,3700186,-,15362
65,BUMA.1121.00101,1,2565295,2580952,-,15657
65,BUMA.1121.00065,1,3947599,3963305,+,15706
65,BUMA.1121.00100,1,1415587,1431391,-,15804
65,BUMA.1121.00105,1,1334840,1350448,-,15608
65,BUMA.1121.00029,1,1044631,1059994,-,15363
65,BUMA.1121.00066,1,3764274,3779927,+,15653
65,BUMA.1121.00031,1,1245181,1260510,+,15329
65,BUMA.1121.00108,1,861759,877367,+,15608
65,BUMA.1121.00023,1,2229074,2244427,+,15353
65,BUMA.1121.00035,1,913392,928755,+,15363
65,BUMA.1121.00041,1,1123845,1139251,+,15406
66,BUMA.1121.00057,1,1019317,1022989,+,3672
66,BUMA.1121.00058,1,620210,623883,-,3673
66,BUMA.1121.00045,1,157704,161377,-,3673
66,BUMA.1121.00051,1,3911943,3915615,+,3672
66,BUMA.1121.00068,1,2739858,2743530,+,3672
66,BUMA.1121.00061,1,3784700,3788371,+,3671
66,BUMA.1121.00060,1,2402896,2406569,-,3673
66,BUMA.1121.00064,1,3931406,3935078,+,3672
66,BUMA.1121.00016,1,2001846,2005518,+,3672
66,BUMA.1121.00003,1,2419067,2422739,+,3672
66,BUMA.1121.00055,1,3556362,3560034,+,3672
66,BUMA.1121.00011,1,1725377,1729050,-,3673
66,BUMA.1121.00037,1,2547120,2550799,+,3679
66,BUMA.1121.00009,1,1649736,1653409,-,3673
66,BUMA.1121.00069,1,3775692,3779364,+,3672
66,BUMA.1121.00088,1,773853,777525,+,3672
66,BUMA.1121.00092,1,4017724,4021396,+,3672
66,BUMA.1121.00074,1,162107,165780,-,3673
66,BUMA.1121.00070,1,3767220,3770892,+,3672
66,BUMA.1121.00093,1,605091,608764,-,3673
66,BUMA.1121.00063,1,3777947,3781619,+,3672
66,BUMA.1121.00033,1,2182112,2185784,+,3672
66,BUMA.1121.00018,1,406506,410178,+,3672
66,BUMA.1121.00080,1,3938157,3941819,+,3662
66,BUMA.1121.00027,1,2071948,2075620,+,3672
66,BUMA.1121.00053,1,3659319,3662991,+,3672
66,BUMA.1121.00059,1,3135571,3139243,+,3672
66,BUMA.1121.00043,1,4052485,4056157,+,3672
66,BUMA.1121.00056,1,12406,16079,-,3673
66,BUMA.1121.00112,1,3161484,3165157,-,3673
66,BUMA.1121.00091,1,608701,612374,-,3673
66,BUMA.1121.00047,1,3052195,3055868,-,3673
66,BUMA.1121.00067,1,493212,496875,-,3663
66,BUMA.1121.00110,1,904114,907787,-,3673
66,BUMA.1121.00073,1,3791466,3795138,+,3672
66,BUMA.1121.00072,1,3772721,3776393,+,3672
66,BUMA.1121.00077,1,2575549,2579221,+,3672
66,BUMA.1121.00082,1,3999590,4003262,+,3672
66,BUMA.1121.00062,1,663140,666803,-,3663
66,BUMA.1121.00007,1,157905,161578,-,3673
66,BUMA.1121.00025,1,2849692,2853365,-,3673
66,BUMA.1121.00021,1,521844,525516,+,3672
66,BUMA.1121.00103,1,437855,441528,-,3673
66,BUMA.1121.00096,1,3361837,3365510,-,3673
66,BUMA.1121.00079,1,3991385,3995056,+,3671
66,BUMA.1121.00039,1,4043094,4046782,+,3688
66,BUMA.1121.00083,1,1776108,1779781,-,3673
66,BUMA.1121.00084,1,147975,151647,+,3672
66,BUMA.1121.00049,1,1935331,1939004,-,3673
66,BUMA.1121.00089,1,3913515,3917187,+,3672
66,BUMA.1121.00014,1,2986133,2989806,-,3673
66,BUMA.1121.00090,1,2011814,2015486,+,3672
66,BUMA.1121.00071,1,3780646,3784318,+,3672
66,BUMA.1121.00078,1,2123170,2126843,-,3673
66,BUMA.1121.00102,1,1364733,1368406,-,3673
66,BUMA.1121.00075,1,3365028,3368700,+,3672
66,BUMA.1121.00012,1,2624907,2628579,+,3672
66,BUMA.1121.00076,1,1443523,1447196,-,3673
66,BUMA.1121.00106,1,3691188,3694860,+,3672
66,BUMA.1121.00001,1,164472,168145,-,3673
66,BUMA.1121.00107,1,3853986,3857658,+,3672
66,BUMA.1121.00104,1,1361341,1365014,-,3673
66,BUMA.1121.00099,1,2542908,2546581,-,3673
66,BUMA.1121.00098,1,2591732,2595404,+,3672
66,BUMA.1121.00111,1,50780,54452,+,3672
66,BUMA.1121.00109,1,1968114,1971787,-,3673
66,BUMA.1121.00097,1,61474,65147,-,3673
66,BUMA.1121.00094,1,3926848,3930520,+,3672
66,BUMA.1121.00095,1,1750304,1753978,-,3674
66,BUMA.1121.00005,1,3681085,3684758,-,3673
66,BUMA.1121.00101,1,2561557,2565230,-,3673
66,BUMA.1121.00065,1,3963371,3967043,+,3672
66,BUMA.1121.00100,1,1411850,1415522,-,3672
66,BUMA.1121.00105,1,1331102,1334775,-,3673
66,BUMA.1121.00029,1,1040893,1044566,-,3673
66,BUMA.1121.00066,1,3779992,3783664,+,3672
66,BUMA.1121.00031,1,1260623,1264295,+,3672
66,BUMA.1121.00108,1,877432,881104,+,3672
66,BUMA.1121.00023,1,2244492,2248164,+,3672
66,BUMA.1121.00035,1,928820,932492,+,3672
66,BUMA.1121.00041,1,1139316,1142988,+,3672
67,BUMA.1121.00057,1,1022991,1035035,+,12044
67,BUMA.1121.00058,1,608152,620209,-,12057
67,BUMA.1121.00045,1,145705,157703,-,11998
67,BUMA.1121.00051,1,3915617,3927662,+,12045
67,BUMA.1121.00068,1,2743532,2755561,+,12029
67,BUMA.1121.00061,1,3788373,3800429,+,12056
67,BUMA.1121.00060,1,2390897,2402895,-,11998
67,BUMA.1121.00064,1,3935080,3947127,+,12047
67,BUMA.1121.00016,1,2005520,2017596,+,12076
67,BUMA.1121.00003,1,2422741,2434769,+,12028
67,BUMA.1121.00055,1,3560036,3572066,+,12030
67,BUMA.1121.00011,1,1713329,1725376,-,12047
67,BUMA.1121.00037,1,2550801,2562877,+,12076
67,BUMA.1121.00009,1,1637699,1649735,-,12036
67,BUMA.1121.00069,1,3779366,3791423,+,12057
67,BUMA.1121.00088,1,777527,789620,+,12093
67,BUMA.1121.00092,1,4021398,4033471,+,12073
67,BUMA.1121.00074,1,150046,162106,-,12060
67,BUMA.1121.00070,1,3770894,3782957,+,12063
67,BUMA.1121.00093,1,593016,605090,-,12074
67,BUMA.1121.00063,1,3781621,3793676,+,12055
67,BUMA.1121.00033,1,2185786,2197833,+,12047
67,BUMA.1121.00018,1,410180,422286,+,12106
67,BUMA.1121.00080,1,3941821,3953877,+,12056
67,BUMA.1121.00027,1,2075622,2087741,+,12119
67,BUMA.1121.00053,1,3662993,3675033,+,12040
67,BUMA.1121.00059,1,3139245,3151284,+,12039
67,BUMA.1121.00043,1,4056159,4068235,+,12076
67,BUMA.1121.00056,1,334,12405,-,12071
67,BUMA.1121.00112,1,3149431,3161483,-,12052
67,BUMA.1121.00091,1,596654,608700,-,12046
67,BUMA.1121.00047,1,3040110,3052194,-,12084
67,BUMA.1121.00067,1,481113,493211,-,12098
67,BUMA.1121.00110,1,892063,904113,-,12050
67,BUMA.1121.00073,1,3795140,3807202,+,12062
67,BUMA.1121.00072,1,3776395,3788450,+,12055
67,BUMA.1121.00077,1,2579223,2591273,+,12050
67,BUMA.1121.00082,1,4003264,4015332,+,12068
67,BUMA.1121.00062,1,651111,663139,-,12028
67,BUMA.1121.00007,1,145845,157904,-,12059
67,BUMA.1121.00025,1,2837578,2849691,-,12113
67,BUMA.1121.00021,1,525518,537592,+,12074
67,BUMA.1121.00103,1,425722,437854,-,12132
67,BUMA.1121.00096,1,3349779,3361836,-,12057
67,BUMA.1121.00079,1,3995058,4007141,+,12083
67,BUMA.1121.00039,1,1,12013,+,12012
67,BUMA.1121.00083,1,1764038,1776107,-,12069
67,BUMA.1121.00084,1,151649,163680,+,12031
67,BUMA.1121.00049,1,1923266,1935330,-,12064
67,BUMA.1121.00089,1,3917189,3929259,+,12070
67,BUMA.1121.00014,1,2974069,2986132,-,12063
67,BUMA.1121.00090,1,2015488,2027534,+,12046
67,BUMA.1121.00071,1,3784320,3796388,+,12068
67,BUMA.1121.00078,1,2111135,2123169,-,12034
67,BUMA.1121.00102,1,1352705,1364732,-,12027
67,BUMA.1121.00075,1,3368702,3380752,+,12050
67,BUMA.1121.00012,1,2628581,2640624,+,12043
67,BUMA.1121.00076,1,1431471,1443522,-,12051
67,BUMA.1121.00106,1,3694862,3706894,+,12032
67,BUMA.1121.00001,1,152403,164471,-,12068
67,BUMA.1121.00107,1,3857660,3869726,+,12066
67,BUMA.1121.00104,1,1349271,1361340,-,12069
67,BUMA.1121.00099,1,2530852,2542907,-,12055
67,BUMA.1121.00098,1,2595406,2607443,+,12037
67,BUMA.1121.00111,1,54454,66518,+,12064
67,BUMA.1121.00109,1,1955991,1968113,-,12122
67,BUMA.1121.00097,1,49428,61473,-,12045
67,BUMA.1121.00094,1,3930522,3942586,+,12064
67,BUMA.1121.00095,1,1738251,1750303,-,12052
67,BUMA.1121.00005,1,3669032,3681084,-,12052
67,BUMA.1121.00101,1,2549551,2561556,-,12005
67,BUMA.1121.00065,1,3967045,3979125,+,12080
67,BUMA.1121.00100,1,1399805,1411849,-,12044
67,BUMA.1121.00105,1,1319061,1331101,-,12040
67,BUMA.1121.00029,1,1028824,1040892,-,12068
67,BUMA.1121.00066,1,3783666,3795734,+,12068
67,BUMA.1121.00031,1,1264297,1276371,+,12074
67,BUMA.1121.00108,1,881106,893142,+,12036
67,BUMA.1121.00023,1,2248166,2260236,+,12070
67,BUMA.1121.00035,1,932494,944567,+,12073
67,BUMA.1121.00041,1,1142990,1155014,+,12024
68,BUMA.1121.00057,1,1037978,1053636,+,15658
68,BUMA.1121.00058,1,589786,605436,-,15650
68,BUMA.1121.00045,1,127314,142965,-,15651
68,BUMA.1121.00051,1,3930637,3946279,+,15642
68,BUMA.1121.00068,1,2758400,2774058,+,15658
68,BUMA.1121.00061,1,3803340,3818998,+,15658
68,BUMA.1121.00060,1,2372498,2388149,-,15651
68,BUMA.1121.00064,1,3949942,3965600,+,15658
68,BUMA.1121.00016,1,2020561,2036208,+,15647
68,BUMA.1121.00003,1,2437524,2453174,+,15650
68,BUMA.1121.00055,1,3574863,3590514,+,15651
68,BUMA.1121.00011,1,1694981,1710638,-,15657
68,BUMA.1121.00037,1,2565698,2581363,+,15665
68,BUMA.1121.00009,1,1619131,1634773,-,15642
68,BUMA.1121.00069,1,3794334,3809992,+,15658
68,BUMA.1121.00088,1,792443,808101,+,15658
68,BUMA.1121.00092,1,4036300,4051958,+,15658
68,BUMA.1121.00074,1,131494,147152,-,15658
68,BUMA.1121.00070,1,3785746,3801404,+,15658
68,BUMA.1121.00093,1,574546,590204,-,15658
68,BUMA.1121.00063,1,3796587,3812245,+,15658
68,BUMA.1121.00033,1,2200518,2216157,+,15639
68,BUMA.1121.00018,1,425099,440764,+,15665
68,BUMA.1121.00080,1,3956789,3972446,+,15657
68,BUMA.1121.00027,1,2090612,2106269,+,15657
68,BUMA.1121.00053,1,3677954,3693613,+,15659
68,BUMA.1121.00059,1,3154173,3169831,+,15658
68,BUMA.1121.00043,1,4071112,4086780,+,15668
68,BUMA.1121.00056,1,3966172,3981823,-,15651
68,BUMA.1121.00112,1,3130968,3146618,-,15650
68,BUMA.1121.00091,1,578046,593704,-,15658
68,BUMA.1121.00047,1,3021542,3037184,-,15642
68,BUMA.1121.00067,1,462555,478213,-,15658
68,BUMA.1121.00110,1,873597,889246,-,15649
68,BUMA.1121.00073,1,3809982,3825640,+,15658
68,BUMA.1121.00072,1,3791361,3807019,+,15658
68,BUMA.1121.00077,1,2594154,2609803,+,15649
68,BUMA.1121.00082,1,4018243,4033901,+,15658
68,BUMA.1121.00062,1,632597,648247,-,15650
68,BUMA.1121.00007,1,127468,143119,-,15651
68,BUMA.1121.00025,1,2819125,2834790,-,15665
68,BUMA.1121.00021,1,540509,556174,+,15665
68,BUMA.1121.00103,1,407206,422855,-,15649
68,BUMA.1121.00096,1,3331315,3346958,-,15643
68,BUMA.1121.00079,1,4010012,4025670,+,15658
68,BUMA.1121.00039,1,14914,30579,+,15665
68,BUMA.1121.00083,1,1745470,1761128,-,15658
68,BUMA.1121.00084,1,166387,182037,+,15650
68,BUMA.1121.00049,1,1904902,1920560,-,15658
68,BUMA.1121.00089,1,3932064,3947715,+,15651
68,BUMA.1121.00014,1,2955544,2971201,-,15657
68,BUMA.1121.00090,1,2030379,2046044,+,15665
68,BUMA.1121.00071,1,3799299,3814957,+,15658
68,BUMA.1121.00078,1,2092763,2108419,-,15656
68,BUMA.1121.00102,1,1334129,1349787,-,15658
68,BUMA.1121.00075,1,3383437,3399096,+,15659
68,BUMA.1121.00012,1,2643501,2659166,+,15665
68,BUMA.1121.00076,1,1413128,1428787,-,15659
68,BUMA.1121.00106,1,3709717,3725367,+,15650
68,BUMA.1121.00001,1,133767,149599,-,15832
68,BUMA.1121.00107,1,3872533,3888187,+,15654
68,BUMA.1121.00104,1,1330915,1346565,-,15650
68,BUMA.1121.00099,1,2512483,2528141,-,15658
68,BUMA.1121.00098,1,2610240,2625896,+,15656
68,BUMA.1121.00111,1,69427,85086,+,15659
68,BUMA.1121.00109,1,1937393,1953050,-,15657
68,BUMA.1121.00097,1,31019,46678,-,15659
68,BUMA.1121.00094,1,3945391,3961042,+,15651
68,BUMA.1121.00095,1,1719617,1735279,-,15662
68,BUMA.1121.00005,1,3650498,3666164,-,15666
68,BUMA.1121.00101,1,2531157,2546767,-,15610
68,BUMA.1121.00065,1,3981948,3997599,+,15651
68,BUMA.1121.00100,1,1381288,1396931,-,15643
68,BUMA.1121.00105,1,1300609,1316259,-,15650
68,BUMA.1121.00029,1,1010028,1025860,-,15832
68,BUMA.1121.00066,1,3798645,3814303,+,15658
68,BUMA.1121.00031,1,1279240,1294885,+,15645
68,BUMA.1121.00108,1,895899,911557,+,15658
68,BUMA.1121.00023,1,2262921,2278586,+,15665
68,BUMA.1121.00035,1,947404,963069,+,15665
68,BUMA.1121.00041,1,1158001,1173659,+,15658
69,BUMA.1121.00057,1,1053637,1084709,+,31072
69,BUMA.1121.00058,1,558832,589784,-,30952
69,BUMA.1121.00045,1,96231,127312,-,31081
69,BUMA.1121.00051,1,3946280,3977257,+,30977
69,BUMA.1121.00068,1,2774059,2804936,+,30877
69,BUMA.1121.00061,1,3818999,3849885,+,30886
69,BUMA.1121.00060,1,2341415,2372496,-,31081
69,BUMA.1121.00064,1,3965601,3996673,+,31072
69,BUMA.1121.00016,1,2036212,2067105,+,30893
69,BUMA.1121.00003,1,2453175,2484152,+,30977
69,BUMA.1121.00055,1,3590515,3621491,+,30976
69,BUMA.1121.00011,1,1664105,1694979,-,30874
69,BUMA.1121.00037,1,2581364,2612525,+,31161
69,BUMA.1121.00009,1,1588101,1619129,-,31028
69,BUMA.1121.00069,1,3809993,3840879,+,30886
69,BUMA.1121.00088,1,808102,839269,+,31167
69,BUMA.1121.00092,1,4051959,4082928,+,30969
69,BUMA.1121.00074,1,100420,131492,-,31072
69,BUMA.1121.00070,1,3801405,3832291,+,30886
69,BUMA.1121.00093,1,543575,574544,-,30969
69,BUMA.1121.00063,1,3812246,3843132,+,30886
69,BUMA.1121.00033,1,2216161,2247055,+,30894
69,BUMA.1121.00018,1,440765,471930,+,31165
69,BUMA.1121.00080,1,3972447,4003519,+,31072
69,BUMA.1121.00027,1,2106270,2137340,+,31070
69,BUMA.1121.00053,1,3693614,3724497,+,30883
69,BUMA.1121.00059,1,3169832,3200867,+,31035
69,BUMA.1121.00043,1,4086781,4117667,+,30886
69,BUMA.1121.00056,1,3935192,3966170,-,30978
69,BUMA.1121.00112,1,3099882,3130966,-,31084
69,BUMA.1121.00091,1,547166,578044,-,30878
69,BUMA.1121.00047,1,2990562,3021540,-,30978
69,BUMA.1121.00067,1,431490,462553,-,31063
69,BUMA.1121.00110,1,842717,873595,-,30878
69,BUMA.1121.00073,1,3825641,3856527,+,30886
69,BUMA.1121.00072,1,3807020,3837906,+,30886
69,BUMA.1121.00077,1,2609804,2640682,+,30878
69,BUMA.1121.00082,1,4033902,4064788,+,30886
69,BUMA.1121.00062,1,601709,632595,-,30886
69,BUMA.1121.00007,1,96566,127466,-,30900
69,BUMA.1121.00025,1,2787958,2819123,-,31165
69,BUMA.1121.00021,1,556175,587341,+,31166
69,BUMA.1121.00103,1,374722,405625,-,30903
69,BUMA.1121.00096,1,3299118,3331313,-,32195
69,BUMA.1121.00079,1,4025671,4056743,+,31072
69,BUMA.1121.00039,1,30580,61748,+,31168
69,BUMA.1121.00083,1,1714582,1745468,-,30886
69,BUMA.1121.00084,1,182038,213015,+,30977
69,BUMA.1121.00049,1,1873827,1904900,-,31073
69,BUMA.1121.00089,1,3947716,3978694,+,30978
69,BUMA.1121.00014,1,2924389,2955542,-,31153
69,BUMA.1121.00090,1,2046045,2077210,+,31165
69,BUMA.1121.00071,1,3814958,3845844,+,30886
69,BUMA.1121.00078,1,2062166,2092761,-,30595
69,BUMA.1121.00102,1,1302963,1334127,-,31164
69,BUMA.1121.00075,1,3399097,3430169,+,31072
69,BUMA.1121.00012,1,2659167,2690329,+,31162
69,BUMA.1121.00076,1,1382053,1413126,-,31073
69,BUMA.1121.00106,1,3725368,3756441,+,31073
69,BUMA.1121.00001,1,102605,133765,-,31160
69,BUMA.1121.00107,1,3889769,3920671,+,30902
69,BUMA.1121.00104,1,1299839,1330913,-,31074
69,BUMA.1121.00099,1,2481482,2512481,-,30999
69,BUMA.1121.00098,1,2627475,2658375,+,30900
69,BUMA.1121.00111,1,85087,116251,+,31164
69,BUMA.1121.00109,1,1906297,1937391,-,31094
69,BUMA.1121.00097,1,24,31017,-,30993
69,BUMA.1121.00094,1,3961043,3992016,+,30973
69,BUMA.1121.00095,1,1688722,1719615,-,30893
