genome,core,chr/contig,type,covered,"chr,core"
BUMA.1121.00093,core,1,"block, gene",51.65820098010706,"1,core"
BUMA.1121.00093,core,1,gene,3.2564098679294244,"1,core"
BUMA.1121.00093,core,2,gene,3.4212867204543445,"2,core"
BUMA.1121.00093,core,2,block,35.89637616700165,"2,core"
BUMA.1121.00093,core,2,"block, gene",38.059720472783894,"2,core"
BUMA.1121.00094,core,1,block,31.12474783077618,"1,core"
BUMA.1121.00094,core,1,"block, gene",52.78105201764116,"1,core"
BUMA.1121.00094,core,1,gene,3.2129726369060543,"1,core"
BUMA.1121.00094,core,2,gene,3.4643565248166674,"2,core"
BUMA.1121.00094,core,2,block,35.89039236554652,"2,core"
BUMA.1121.00094,core,2,"block, gene",37.92379627080847,"2,core"
BUMA.1121.00095,core,1,gene,3.242997385817466,"1,core"
BUMA.1121.00095,core,1,"block, gene",52.82745269440434,"1,core"
BUMA.1121.00095,core,1,block,31.095787560954435,"1,core"
BUMA.1121.00095,core,2,block,33.82919150149039,"2,core"
BUMA.1121.00095,core,2,"block, gene",35.79576822986837,"2,core"
BUMA.1121.00095,core,2,gene,3.294423945859785,"2,core"
BUMA.1121.00096,core,1,gene,3.252279280725836,"1,core"
BUMA.1121.00096,core,1,"block, gene",52.458957808396235,"1,core"
BUMA.1121.00096,core,1,block,30.88167594046931,"1,core"
BUMA.1121.00096,core,2,block,33.68406618493697,"2,core"
BUMA.1121.00096,core,2,"block, gene",35.558861874177,"2,core"
BUMA.1121.00096,core,2,gene,3.216858972852658,"2,core"
BUMA.1121.00097,core,1,block,30.640230974303,"1,core"
BUMA.1121.00097,core,1,"block, gene",51.934434369841576,"1,core"
BUMA.1121.00097,core,1,gene,3.201781717484209,"1,core"
BUMA.1121.00097,core,2,block,34.87142840414432,"2,core"
BUMA.1121.00097,core,2,"block, gene",36.90667026591945,"2,core"
BUMA.1121.00097,core,2,gene,3.3666572371174173,"2,core"
BUMA.1121.00098,core,1,block,29.308662802886115,"1,core"
BUMA.1121.00098,core,1,"block, gene",49.83904320612822,"1,core"
BUMA.1121.00098,core,1,gene,3.118984459433488,"1,core"
BUMA.1121.00098,core,2,gene,3.408802029966016,"2,core"
BUMA.1121.00098,core,2,"block, gene",37.343233628564256,"2,core"
BUMA.1121.00098,core,2,block,35.22349744928594,"2,core"
BUMA.1121.00099,core,1,block,30.395907563606823,"1,core"
BUMA.1121.00099,core,1,"block, gene",51.68750392830949,"1,core"
BUMA.1121.00099,core,1,gene,3.210049428832972,"1,core"
BUMA.1121.00099,core,2,block,34.66390405959396,"2,core"
BUMA.1121.00099,core,2,"block, gene",36.65542954816378,"2,core"
BUMA.1121.00099,core,2,gene,3.3455192053730056,"2,core"
BUMA.1121.00100,core,1,block,30.99395414699765,"1,core"
BUMA.1121.00100,core,1,"block, gene",52.53128912305915,"1,core"
BUMA.1121.00100,core,1,gene,3.185815183134768,"1,core"
BUMA.1121.00100,core,2,block,36.388884777669176,"2,core"
BUMA.1121.00100,core,2,"block, gene",38.538609393872505,"2,core"
BUMA.1121.00100,core,2,gene,3.4497459158964565,"2,core"
BUMA.1121.00101,core,1,block,31.357047682377065,"1,core"
BUMA.1121.00101,core,1,"block, gene",53.4136425351379,"1,core"
BUMA.1121.00101,core,1,gene,3.276226065894168,"1,core"
BUMA.1121.00101,core,2,block,34.813685539887636,"2,core"
BUMA.1121.00101,core,2,"block, gene",36.78512870091899,"2,core"
BUMA.1121.00101,core,2,gene,3.377462264792672,"2,core"
BUMA.1121.00102,core,1,block,29.769086032745367,"1,core"
BUMA.1121.00102,core,1,"block, gene",50.49115660074188,"1,core"
BUMA.1121.00102,core,1,gene,3.1238195361172667,"1,core"
BUMA.1121.00102,core,2,gene,3.4279633057431558,"2,core"
BUMA.1121.00102,core,2,block,35.493245604823606,"2,core"
BUMA.1121.00102,core,2,"block, gene",37.53895199121043,"2,core"
BUMA.1121.00103,core,1,gene,3.1787060516588075,"1,core"
BUMA.1121.00103,core,1,"block, gene",52.08097979003232,"1,core"
BUMA.1121.00103,core,1,block,30.5492671232438,"1,core"
BUMA.1121.00103,core,2,gene,3.2526803397711817,"2,core"
BUMA.1121.00103,core,2,block,33.38643486794999,"2,core"
BUMA.1121.00103,core,2,"block, gene",35.29696949679562,"2,core"
BUMA.1121.00104,core,1,gene,3.336786783382579,"1,core"
BUMA.1121.00104,core,1,"block, gene",29.959498596754642,"1,core"
BUMA.1121.00104,core,1,block,55.570707033396396,"1,core"
BUMA.1121.00104,core,2,block,28.35270570124116,"2,core"
BUMA.1121.00104,core,2,"block, gene",45.581326761961726,"2,core"
BUMA.1121.00104,core,2,gene,25.661877760538594,"2,core"
BUMA.1121.00105,core,1,block,30.95329358248467,"1,core"
BUMA.1121.00105,core,1,"block, gene",52.60256386004701,"1,core"
BUMA.1121.00105,core,1,gene,3.2105995183304246,"1,core"
BUMA.1121.00105,core,2,block,35.25779115952674,"2,core"
BUMA.1121.00105,core,2,"block, gene",37.404657902572275,"2,core"
BUMA.1121.00105,core,2,gene,3.4593563742555946,"2,core"
BUMA.1121.00106,core,1,block,31.166429676744073,"1,core"
BUMA.1121.00106,core,1,"block, gene",53.05875132875417,"1,core"
BUMA.1121.00106,core,1,gene,3.2406918181373223,"1,core"
BUMA.1121.00106,core,2,block,35.34746881850646,"2,core"
BUMA.1121.00106,core,2,"block, gene",37.490427489682354,"2,core"
BUMA.1121.00106,core,2,gene,3.43245329898605,"2,core"
BUMA.1121.00107,core,1,block,30.148923157168984,"1,core"
BUMA.1121.00107,core,1,"block, gene",51.43264398329912,"1,core"
BUMA.1121.00107,core,1,gene,3.1749140360087793,"1,core"
BUMA.1121.00107,core,2,block,34.992419075607515,"2,core"
BUMA.1121.00107,core,2,"block, gene",37.08802641564041,"2,core"
BUMA.1121.00107,core,2,gene,3.495591660704287,"2,core"
BUMA.1121.00108,core,1,block,30.81227510707415,"1,core"
BUMA.1121.00108,core,1,"block, gene",52.41884008895868,"1,core"
BUMA.1121.00108,core,1,gene,3.2377883373831113,"1,core"
BUMA.1121.00108,core,2,block,35.4178001869565,"2,core"
BUMA.1121.00108,core,2,"block, gene",37.47989403711456,"2,core"
BUMA.1121.00108,core,2,gene,3.4178415102278223,"2,core"
BUMA.1121.00109,core,1,gene,3.2394897032170427,"1,core"
BUMA.1121.00109,core,1,"block, gene",52.64820126883898,"1,core"
BUMA.1121.00109,core,1,block,30.981070204353518,"1,core"
BUMA.1121.00109,core,2,gene,3.333168021472508,"2,core"
BUMA.1121.00109,core,2,"block, gene",36.71257827892319,"2,core"
BUMA.1121.00109,core,2,block,34.506897261684166,"2,core"
BUMA.1121.00110,core,1,gene,3.238441008212349,"1,core"
BUMA.1121.00110,core,1,block,31.04754910483873,"1,core"
BUMA.1121.00110,core,1,"block, gene",52.71182639641242,"1,core"
BUMA.1121.00110,core,2,block,34.66408105249321,"2,core"
BUMA.1121.00110,core,2,"block, gene",36.75823811319781,"2,core"
BUMA.1121.00110,core,2,gene,3.3602644255280465,"2,core"
BUMA.1121.00111,core,1,gene,3.1696935821522505,"1,core"
BUMA.1121.00111,core,1,block,30.87416598431086,"1,core"
BUMA.1121.00111,core,1,"block, gene",52.403735755460865,"1,core"
BUMA.1121.00111,core,2,gene,3.376364298049021,"2,core"
BUMA.1121.00111,core,2,"block, gene",37.2976570762002,"2,core"
BUMA.1121.00111,core,2,block,35.16661410635695,"2,core"
BUMA.1121.00112,core,1,gene,3.110424062528673,"1,core"
BUMA.1121.00112,core,1,block,29.320720521311905,"1,core"
BUMA.1121.00112,core,1,"block, gene",49.96793352875908,"1,core"
BUMA.1121.00112,core,2,block,34.523038498503276,"2,core"
BUMA.1121.00112,core,2,"block, gene",36.64841420936966,"2,core"
BUMA.1121.00112,core,2,gene,3.407842945205899,"2,core"
